"Notes"	"State"	"State Code"	"Multiple Cause of death"	"Multiple Cause of death Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Massachusetts"	"25"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2010"	"2010"	17	6547629	Unreliable
	"Massachusetts"	"25"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2011"	"2011"	26	6587536	0.4
	"Massachusetts"	"25"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2013"	"2013"	13	6692824	Unreliable
	"Massachusetts"	"25"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2014"	"2014"	15	6745408	Unreliable
	"Michigan"	"26"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2005"	"2005"	50	10051137	0.5
	"Michigan"	"26"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2006"	"2006"	44	10036081	0.4
	"Michigan"	"26"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2007"	"2007"	63	10001284	0.6
	"Michigan"	"26"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2008"	"2008"	67	9946889	0.7
	"Michigan"	"26"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2009"	"2009"	64	9901591	0.6
	"Michigan"	"26"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2010"	"2010"	48	9883640	0.5
	"Michigan"	"26"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2011"	"2011"	63	9876187	0.6
	"Michigan"	"26"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2012"	"2012"	27	9883360	0.3
	"Michigan"	"26"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2013"	"2013"	58	9895622	0.6
	"Michigan"	"26"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2014"	"2014"	54	9909877	0.5
	"Michigan"	"26"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2015"	"2015"	45	9922576	0.5
	"Minnesota"	"27"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2005"	"2005"	25	5119598	0.5
	"Minnesota"	"27"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2006"	"2006"	22	5163555	0.4
	"Minnesota"	"27"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2007"	"2007"	27	5207203	0.5
	"Minnesota"	"27"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2008"	"2008"	31	5247018	0.6
	"Minnesota"	"27"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2009"	"2009"	34	5281203	0.6
	"Minnesota"	"27"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2010"	"2010"	46	5303925	0.9
	"Minnesota"	"27"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2011"	"2011"	28	5344861	0.5
	"Minnesota"	"27"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2012"	"2012"	33	5379139	0.6
	"Minnesota"	"27"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2013"	"2013"	47	5420380	0.9
	"Minnesota"	"27"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2014"	"2014"	52	5457173	1.0
	"Minnesota"	"27"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2015"	"2015"	28	5489594	0.5
	"Mississippi"	"28"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2010"	"2010"	24	2967297	0.8
	"Mississippi"	"28"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2011"	"2011"	14	2978512	Unreliable
	"Mississippi"	"28"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2012"	"2012"	10	2984926	Unreliable
	"Mississippi"	"28"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2010"	"2010"	10	2967297	Unreliable
	"Mississippi"	"28"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2012"	"2012"	10	2984926	Unreliable
	"Mississippi"	"28"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2014"	"2014"	16	2994079	Unreliable
	"Missouri"	"29"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2005"	"2005"	16	5790300	Unreliable
	"Missouri"	"29"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2006"	"2006"	19	5842704	Unreliable
	"Missouri"	"29"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2007"	"2007"	24	5887612	0.4
	"Missouri"	"29"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2009"	"2009"	11	5961088	Unreliable
	"Missouri"	"29"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2010"	"2010"	20	5988927	0.3
	"Missouri"	"29"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2011"	"2011"	35	6010688	0.6
	"Missouri"	"29"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2012"	"2012"	43	6021988	0.7
	"Missouri"	"29"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2013"	"2013"	10	6044171	Unreliable
	"Missouri"	"29"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2014"	"2014"	12	6063589	Unreliable
	"Missouri"	"29"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2015"	"2015"	11	6083672	Unreliable
	"Missouri"	"29"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2005"	"2005"	29	5790300	0.5
	"Missouri"	"29"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2006"	"2006"	28	5842704	0.5
	"Missouri"	"29"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2007"	"2007"	28	5887612	0.5
	"Missouri"	"29"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2008"	"2008"	23	5923916	0.4
	"Missouri"	"29"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2009"	"2009"	27	5961088	0.5
	"Missouri"	"29"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2010"	"2010"	27	5988927	0.5
	"Missouri"	"29"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2011"	"2011"	25	6010688	0.4
	"Missouri"	"29"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2013"	"2013"	25	6044171	0.4
	"Missouri"	"29"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2014"	"2014"	38	6063589	0.6
	"Missouri"	"29"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2015"	"2015"	32	6083672	0.5
	"Montana"	"30"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2005"	"2005"	15	940102	Unreliable
	"Montana"	"30"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2006"	"2006"	13	952692	Unreliable
	"Montana"	"30"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2007"	"2007"	19	964706	Unreliable
	"Montana"	"30"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2008"	"2008"	25	976415	2.6
	"Montana"	"30"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2009"	"2009"	16	983982	Unreliable
	"Montana"	"30"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2010"	"2010"	17	989415	Unreliable
	"Montana"	"30"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2011"	"2011"	15	998199	Unreliable
	"Montana"	"30"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2012"	"2012"	11	1005141	Unreliable
	"Montana"	"30"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2013"	"2013"	12	1015165	Unreliable
	"Montana"	"30"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2014"	"2014"	23	1023579	2.2
	"Montana"	"30"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2015"	"2015"	12	1032949	Unreliable
	"Nebraska"	"31"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2005"	"2005"	11	1761497	Unreliable
	"Nebraska"	"31"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2011"	"2011"	13	1842641	Unreliable
	"Nebraska"	"31"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2013"	"2013"	11	1868516	Unreliable
	"Nebraska"	"31"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2014"	"2014"	13	1881503	Unreliable
	"Nebraska"	"31"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2015"	"2015"	10	1896190	Unreliable
	"Nevada"	"32"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2005"	"2005"	28	2432143	1.2
	"Nevada"	"32"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2006"	"2006"	11	2522658	Unreliable
	"Nevada"	"32"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2008"	"2008"	15	2653630	Unreliable
	"Nevada"	"32"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2010"	"2010"	12	2700551	Unreliable
	"Nevada"	"32"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2011"	"2011"	16	2723322	Unreliable
	"Nevada"	"32"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2012"	"2012"	10	2758931	Unreliable
	"Nevada"	"32"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2013"	"2013"	44	2790136	1.6
	"Nevada"	"32"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2014"	"2014"	17	2839099	Unreliable
	"Nevada"	"32"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2015"	"2015"	27	2890845	0.9
	"Nevada"	"32"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2015"	"2015"	11	2890845	Unreliable
	"New Hampshire"	"33"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2010"	"2010"	10	1316470	Unreliable
	"New Hampshire"	"33"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2014"	"2014"	10	1326813	Unreliable
	"New Jersey"	"34"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2011"	"2011"	11	8821155	Unreliable
	"New Jersey"	"34"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2013"	"2013"	10	8899339	Unreliable
	"New Jersey"	"34"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2005"	"2005"	20	8651974	0.2
	"New Jersey"	"34"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2006"	"2006"	10	8661679	Unreliable
	"New Jersey"	"34"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2007"	"2007"	28	8677885	0.3
	"New Jersey"	"34"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2008"	"2008"	21	8711090	0.2
	"New Jersey"	"34"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2009"	"2009"	16	8755602	Unreliable
	"New Jersey"	"34"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2010"	"2010"	26	8791894	0.3
	"New Jersey"	"34"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2011"	"2011"	31	8821155	0.4
	"New Jersey"	"34"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2012"	"2012"	11	8864590	Unreliable
	"New Jersey"	"34"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2013"	"2013"	26	8899339	0.3
	"New Jersey"	"34"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2014"	"2014"	20	8938175	0.2
	"New Jersey"	"34"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2015"	"2015"	32	8958013	0.4
	"New Mexico"	"35"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2005"	"2005"	17	1932274	Unreliable
	"New Mexico"	"35"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2006"	"2006"	22	1962137	1.1
	"New Mexico"	"35"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2007"	"2007"	32	1990070	1.6
	"New Mexico"	"35"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2008"	"2008"	33	2010662	1.6
	"New Mexico"	"35"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2009"	"2009"	36	2036802	1.8
	"New Mexico"	"35"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2010"	"2010"	36	2059179	1.7
	"New Mexico"	"35"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2011"	"2011"	34	2082224	1.6
	"New Mexico"	"35"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2012"	"2012"	38	2085538	1.8
	"New Mexico"	"35"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2013"	"2013"	37	2085287	1.8
	"New Mexico"	"35"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2014"	"2014"	34	2085572	1.6
	"New Mexico"	"35"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2015"	"2015"	36	2085109	1.7
	"New York"	"36"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2005"	"2005"	11	19132610	Unreliable
	"New York"	"36"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2006"	"2006"	56	19104631	0.3
	"New York"	"36"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2008"	"2008"	15	19212436	Unreliable
	"New York"	"36"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2010"	"2010"	19	19378102	Unreliable
	"New York"	"36"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2011"	"2011"	37	19465197	0.2
	"New York"	"36"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2012"	"2012"	14	19570261	Unreliable
	"New York"	"36"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2013"	"2013"	27	19651127	0.1
	"New York"	"36"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2005"	"2005"	36	19132610	0.2
	"New York"	"36"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2006"	"2006"	33	19104631	0.2
	"New York"	"36"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2007"	"2007"	57	19132335	0.3
	"New York"	"36"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2008"	"2008"	52	19212436	0.3
	"New York"	"36"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2009"	"2009"	42	19307066	0.2
	"New York"	"36"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2010"	"2010"	48	19378102	0.2
	"New York"	"36"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2011"	"2011"	50	19465197	0.3
	"New York"	"36"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2012"	"2012"	53	19570261	0.3
	"New York"	"36"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2013"	"2013"	67	19651127	0.3
	"New York"	"36"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2014"	"2014"	70	19746227	0.4
	"New York"	"36"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2015"	"2015"	70	19795791	0.4
	"North Carolina"	"37"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2005"	"2005"	14	8705407	Unreliable
	"North Carolina"	"37"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2006"	"2006"	10	8917270	Unreliable
	"North Carolina"	"37"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2007"	"2007"	13	9118037	Unreliable
	"North Carolina"	"37"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2008"	"2008"	18	9309449	Unreliable
	"North Carolina"	"37"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2010"	"2010"	13	9535483	Unreliable
	"North Carolina"	"37"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2011"	"2011"	10	9656401	Unreliable
	"North Carolina"	"37"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2012"	"2012"	14	9752073	Unreliable
	"North Carolina"	"37"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2005"	"2005"	17	8705407	Unreliable
	"North Carolina"	"37"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2006"	"2006"	11	8917270	Unreliable
	"North Carolina"	"37"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2007"	"2007"	24	9118037	0.3
	"North Carolina"	"37"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2008"	"2008"	23	9309449	0.2
	"North Carolina"	"37"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2009"	"2009"	28	9449566	0.3
	"North Carolina"	"37"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2010"	"2010"	27	9535483	0.3
	"North Carolina"	"37"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2011"	"2011"	17	9656401	Unreliable
	"North Carolina"	"37"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2012"	"2012"	17	9752073	Unreliable
	"North Carolina"	"37"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2013"	"2013"	19	9848060	Unreliable
	"North Carolina"	"37"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2014"	"2014"	35	9943964	0.4
	"North Carolina"	"37"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2015"	"2015"	25	10042802	0.2
	"North Dakota"	"38"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2007"	"2007"	11	652822	Unreliable
	"North Dakota"	"38"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2010"	"2010"	13	672591	Unreliable
	"North Dakota"	"38"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2013"	"2013"	10	723393	Unreliable
	"North Dakota"	"38"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2014"	"2014"	13	739482	Unreliable
	"Ohio"	"39"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2005"	"2005"	11	11463320	Unreliable
	"Ohio"	"39"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2006"	"2006"	12	11481213	Unreliable
	"Ohio"	"39"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2008"	"2008"	11	11515391	Unreliable
	"Ohio"	"39"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2010"	"2010"	10	11536504	Unreliable
	"Ohio"	"39"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2012"	"2012"	14	11544225	Unreliable
	"Ohio"	"39"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2005"	"2005"	22	11463320	0.2
	"Ohio"	"39"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2006"	"2006"	20	11481213	0.2
	"Ohio"	"39"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2007"	"2007"	35	11500468	0.3
	"Ohio"	"39"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2008"	"2008"	36	11515391	0.3
	"Ohio"	"39"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2009"	"2009"	24	11528896	0.2
	"Ohio"	"39"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2010"	"2010"	43	11536504	0.4
	"Ohio"	"39"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2011"	"2011"	43	11544951	0.4
	"Ohio"	"39"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2012"	"2012"	26	11544225	0.2
	"Ohio"	"39"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2013"	"2013"	43	11570808	0.4
	"Ohio"	"39"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2014"	"2014"	63	11594163	0.5
	"Ohio"	"39"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2015"	"2015"	58	11613423	0.5
	"Oklahoma"	"40"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2005"	"2005"	16	3548597	Unreliable
	"Oklahoma"	"40"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2006"	"2006"	31	3594090	0.9
	"Oklahoma"	"40"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2009"	"2009"	14	3717572	Unreliable
	"Oklahoma"	"40"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2010"	"2010"	11	3751351	Unreliable
	"Oklahoma"	"40"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2011"	"2011"	32	3791508	0.8
	"Oklahoma"	"40"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2012"	"2012"	14	3814820	Unreliable
	"Oklahoma"	"40"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2005"	"2005"	19	3548597	Unreliable
	"Oklahoma"	"40"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2006"	"2006"	17	3594090	Unreliable
	"Oklahoma"	"40"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2007"	"2007"	34	3634349	0.9
	"Oklahoma"	"40"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2008"	"2008"	15	3668976	Unreliable
	"Oklahoma"	"40"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2009"	"2009"	23	3717572	0.6
	"Oklahoma"	"40"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2010"	"2010"	22	3751351	0.6
	"Oklahoma"	"40"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2011"	"2011"	12	3791508	Unreliable
	"Oklahoma"	"40"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2012"	"2012"	15	3814820	Unreliable
	"Oklahoma"	"40"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2013"	"2013"	20	3850568	0.5
	"Oklahoma"	"40"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2014"	"2014"	23	3878051	0.6
	"Oklahoma"	"40"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2015"	"2015"	31	3911338	0.8
	"Oregon"	"41"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2005"	"2005"	13	3613202	Unreliable
	"Oregon"	"41"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2006"	"2006"	16	3670883	Unreliable
	"Oregon"	"41"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2007"	"2007"	16	3722417	Unreliable
	"Oregon"	"41"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2008"	"2008"	21	3768748	0.6
	"Oregon"	"41"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2009"	"2009"	29	3808600	0.8
	"Oregon"	"41"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2010"	"2010"	19	3831074	Unreliable
	"Oregon"	"41"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2011"	"2011"	18	3871859	Unreliable
	"Oregon"	"41"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2012"	"2012"	15	3899353	Unreliable
	"Oregon"	"41"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2013"	"2013"	24	3930065	0.6
	"Oregon"	"41"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2014"	"2014"	17	3970239	Unreliable
	"Oregon"	"41"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2015"	"2015"	34	4028977	0.8
	"Pennsylvania"	"42"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2005"	"2005"	12	12449990	Unreliable
	"Pennsylvania"	"42"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2006"	"2006"	24	12510809	0.2
	"Pennsylvania"	"42"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2008"	"2008"	14	12612285	Unreliable
	"Pennsylvania"	"42"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2010"	"2010"	18	12702379	Unreliable
	"Pennsylvania"	"42"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2011"	"2011"	19	12742886	Unreliable
	"Pennsylvania"	"42"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2005"	"2005"	41	12449990	0.3
	"Pennsylvania"	"42"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2006"	"2006"	38	12510809	0.3
	"Pennsylvania"	"42"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2007"	"2007"	51	12563937	0.4
	"Pennsylvania"	"42"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2008"	"2008"	38	12612285	0.3
	"Pennsylvania"	"42"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2009"	"2009"	35	12666858	0.3
	"Pennsylvania"	"42"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2010"	"2010"	65	12702379	0.5
	"Pennsylvania"	"42"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2011"	"2011"	56	12742886	0.4
	"Pennsylvania"	"42"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2012"	"2012"	36	12763536	0.3
	"Pennsylvania"	"42"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2013"	"2013"	54	12773801	0.4
	"Pennsylvania"	"42"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2014"	"2014"	74	12787209	0.6
	"Pennsylvania"	"42"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2015"	"2015"	82	12802503	0.6
	"South Carolina"	"45"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2007"	"2007"	16	4444110	Unreliable
	"South Carolina"	"45"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2010"	"2010"	10	4625364	Unreliable
	"South Carolina"	"45"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2015"	"2015"	11	4896146	Unreliable
	"South Carolina"	"45"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2006"	"2006"	10	4357847	Unreliable
	"South Carolina"	"45"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2009"	"2009"	16	4589872	Unreliable
	"South Carolina"	"45"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2010"	"2010"	15	4625364	Unreliable
	"South Carolina"	"45"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2012"	"2012"	11	4723723	Unreliable
	"South Carolina"	"45"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2013"	"2013"	14	4774839	Unreliable
	"South Carolina"	"45"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2014"	"2014"	32	4832482	0.7
	"South Carolina"	"45"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2015"	"2015"	25	4896146	0.5
	"South Dakota"	"46"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2006"	"2006"	11	783033	Unreliable
	"South Dakota"	"46"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2008"	"2008"	14	799124	Unreliable
	"South Dakota"	"46"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2010"	"2010"	18	814180	Unreliable
	"South Dakota"	"46"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2011"	"2011"	19	824082	Unreliable
	"South Dakota"	"46"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2012"	"2012"	10	833354	Unreliable
	"South Dakota"	"46"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2013"	"2013"	12	844877	Unreliable
	"South Dakota"	"46"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2014"	"2014"	12	853175	Unreliable
	"Tennessee"	"47"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2005"	"2005"	13	5991057	Unreliable
	"Tennessee"	"47"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2006"	"2006"	10	6088766	Unreliable
	"Tennessee"	"47"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2007"	"2007"	11	6175727	Unreliable
	"Tennessee"	"47"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2009"	"2009"	11	6306019	Unreliable
	"Tennessee"	"47"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2010"	"2010"	23	6346105	0.4
	"Tennessee"	"47"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2011"	"2011"	10	6403353	Unreliable
	"Tennessee"	"47"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2012"	"2012"	12	6456243	Unreliable
	"Tennessee"	"47"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2015"	"2015"	16	6600299	Unreliable
