"Notes"	"State"	"State Code"	"Multiple Cause of death"	"Multiple Cause of death Code"	Deaths	Population	Crude Rate
	"Arkansas"	"05"	"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent"	"Y11"	16	2978204	Unreliable
	"Arkansas"	"05"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	31	2978204	1.0
	"Arkansas"	"05"	"Surgical procedure, unspecified"	"Y83.9"	18	2978204	Unreliable
	"Arkansas"	"05"	"Sequelae of other accidents"	"Y86"	10	2978204	Unreliable
	"California"	"06"	"Septicaemia, unspecified"	"A41.9"	301	39144818	0.8
	"California"	"06"	"Staphylococcal infection, unspecified"	"A49.0"	10	39144818	Unreliable
	"California"	"06"	"Chronic viral hepatitis C"	"B18.2"	129	39144818	0.3
	"California"	"06"	"Unspecified human immunodeficiency virus [HIV] disease"	"B24"	12	39144818	Unreliable
	"California"	"06"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	12	39144818	Unreliable
	"California"	"06"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	12	39144818	Unreliable
	"California"	"06"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	35	39144818	0.1
	"California"	"06"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	38	39144818	0.1
	"California"	"06"	"Malignant neoplasm of prostate"	"C61"	35	39144818	0.1
	"California"	"06"	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	13	39144818	Unreliable
	"California"	"06"	"Malignant neoplasm without specification of site"	"C80"	13	39144818	Unreliable
	"California"	"06"	"Non-Hodgkin's lymphoma, unspecified type - Malignant neoplasms"	"C85.9"	17	39144818	Unreliable
	"California"	"06"	"Multiple myeloma - Malignant neoplasms"	"C90.0"	12	39144818	Unreliable
	"California"	"06"	"Myelodysplastic syndrome, unspecified - Uncertain neoplasms"	"D46.9"	14	39144818	Unreliable
	"California"	"06"	"Anaemia, unspecified"	"D64.9"	58	39144818	0.1
	"California"	"06"	"Coagulation defect, unspecified"	"D68.9"	45	39144818	0.1
	"California"	"06"	"Thrombocytopenia, unspecified"	"D69.6"	23	39144818	0.1
	"California"	"06"	"Hypothyroidism, unspecified"	"E03.9"	61	39144818	0.2
	"California"	"06"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	11	39144818	Unreliable
	"California"	"06"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	11	39144818	Unreliable
	"California"	"06"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	122	39144818	0.3
	"California"	"06"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	39	39144818	0.1
	"California"	"06"	"Unspecified diabetes mellitus, without complications"	"E14.9"	422	39144818	1.1
	"California"	"06"	"Unspecified severe protein-energy malnutrition"	"E43"	13	39144818	Unreliable
	"California"	"06"	"Unspecified protein-energy malnutrition"	"E46"	33	39144818	0.1
	"California"	"06"	"Other obesity"	"E66.8"	112	39144818	0.3
	"California"	"06"	"Obesity, unspecified"	"E66.9"	239	39144818	0.6
	"California"	"06"	"Pure hypercholesterolaemia"	"E78.0"	13	39144818	Unreliable
	"California"	"06"	"Hyperlipidaemia, unspecified"	"E78.5"	96	39144818	0.2
	"California"	"06"	"Volume depletion"	"E86"	43	39144818	0.1
	"California"	"06"	"Hypo-osmolality and hyponatraemia"	"E87.1"	11	39144818	Unreliable
	"California"	"06"	"Acidosis"	"E87.2"	15	39144818	Unreliable
	"California"	"06"	"Hyperkalaemia"	"E87.5"	10	39144818	Unreliable
	"California"	"06"	"Metabolic disorder, unspecified"	"E88.9"	13	39144818	Unreliable
	"California"	"06"	"Vascular dementia, unspecified"	"F01.9"	18	39144818	Unreliable
	"California"	"06"	"Unspecified dementia"	"F03"	285	39144818	0.7
	"California"	"06"	"Delirium, unspecified"	"F05.9"	11	39144818	Unreliable
	"California"	"06"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	20	39144818	0.1
	"California"	"06"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	178	39144818	0.5
	"California"	"06"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	194	39144818	0.5
	"California"	"06"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	417	39144818	1.1
	"California"	"06"	"Mental and behavioural disorders due to use of opioids, harmful use"	"F11.1"	16	39144818	Unreliable
	"California"	"06"	"Mental and behavioural disorders due to use of opioids, dependence syndrome"	"F11.2"	14	39144818	Unreliable
	"California"	"06"	"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder"	"F11.9"	206	39144818	0.5
	"California"	"06"	"Mental and behavioural disorders due to use of sedatives or hypnotics, unspecified mental and behavioural disorder"	"F13.9"	32	39144818	0.1
	"California"	"06"	"Mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder"	"F14.9"	63	39144818	0.2
	"California"	"06"	"Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use"	"F15.1"	84	39144818	0.2
	"California"	"06"	"Mental and behavioural disorders due to use of other stimulants, including caffeine, unspecified mental and behavioural disorder"	"F15.9"	177	39144818	0.5
	"California"	"06"	"Mental and behavioural disorders due to use of tobacco, dependence syndrome"	"F17.2"	14	39144818	Unreliable
	"California"	"06"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	21	39144818	0.1
	"California"	"06"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	302	39144818	0.8
	"California"	"06"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, dependence syndrome"	"F19.2"	17	39144818	Unreliable
	"California"	"06"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder"	"F19.9"	104	39144818	0.3
	"California"	"06"	"Residual schizophrenia"	"F20.5"	10	39144818	Unreliable
	"California"	"06"	"Schizophrenia, unspecified"	"F20.9"	42	39144818	0.1
	"California"	"06"	"Schizoaffective disorder, unspecified"	"F25.9"	21	39144818	0.1
	"California"	"06"	"Bipolar affective disorder, unspecified"	"F31.9"	119	39144818	0.3
	"California"	"06"	"Severe depressive episode without psychotic symptoms"	"F32.2"	17	39144818	Unreliable
	"California"	"06"	"Depressive episode, unspecified"	"F32.9"	354	39144818	0.9
	"California"	"06"	"Anxiety disorder, unspecified"	"F41.9"	93	39144818	0.2
	"California"	"06"	"Post-traumatic stress disorder"	"F43.1"	14	39144818	Unreliable
	"California"	"06"	"Parkinson's disease"	"G20"	53	39144818	0.1
	"California"	"06"	"Alzheimer's disease, unspecified"	"G30.9"	131	39144818	0.3
	"California"	"06"	"Degenerative disease of nervous system, unspecified"	"G31.9"	34	39144818	0.1
	"California"	"06"	"Multiple sclerosis"	"G35"	11	39144818	Unreliable
	"California"	"06"	"Epilepsy, unspecified"	"G40.9"	18	39144818	Unreliable
	"California"	"06"	"Disorders of initiating and maintaining sleep [insomnias]"	"G47.0"	24	39144818	0.1
	"California"	"06"	"Sleep apnoea"	"G47.3"	35	39144818	0.1
	"California"	"06"	"Tetraplegia, unspecified"	"G82.5"	12	39144818	Unreliable
	"California"	"06"	"Hydrocephalus, unspecified"	"G91.9"	11	39144818	Unreliable
	"California"	"06"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	281	39144818	0.7
	"California"	"06"	"Encephalopathy, unspecified"	"G93.4"	31	39144818	0.1
	"California"	"06"	"Compression of brain"	"G93.5"	63	39144818	0.2
	"California"	"06"	"Essential (primary) hypertension"	"I10"	856	39144818	2.2
	"California"	"06"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	21	39144818	0.1
	"California"	"06"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	744	39144818	1.9
	"California"	"06"	"Hypertensive renal disease with renal failure"	"I12.0"	70	39144818	0.2
	"California"	"06"	"Hypertensive heart and renal disease with renal failure"	"I13.1"	18	39144818	Unreliable
	"California"	"06"	"Acute myocardial infarction, unspecified"	"I21.9"	70	39144818	0.2
	"California"	"06"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	816	39144818	2.1
	"California"	"06"	"Atherosclerotic heart disease"	"I25.1"	526	39144818	1.3
	"California"	"06"	"Other forms of chronic ischaemic heart disease"	"I25.8"	10	39144818	Unreliable
	"California"	"06"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	38	39144818	0.1
	"California"	"06"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	123	39144818	0.3
	"California"	"06"	"Other secondary pulmonary hypertension"	"I27.2"	20	39144818	0.1
	"California"	"06"	"Disease of pericardium, unspecified"	"I31.9"	12	39144818	Unreliable
	"California"	"06"	"Aortic (valve) stenosis"	"I35.0"	25	39144818	0.1
	"California"	"06"	"Aortic valve disorder, unspecified"	"I35.9"	21	39144818	0.1
	"California"	"06"	"Endocarditis, valve unspecified"	"I38"	21	39144818	0.1
	"California"	"06"	"Dilated cardiomyopathy"	"I42.0"	106	39144818	0.3
	"California"	"06"	"Other hypertrophic cardiomyopathy"	"I42.2"	47	39144818	0.1
	"California"	"06"	"Cardiomyopathy, unspecified"	"I42.9"	76	39144818	0.2
	"California"	"06"	"Other specified conduction disorders"	"I45.8"	11	39144818	Unreliable
	"California"	"06"	"Sudden cardiac death, so described"	"I46.1"	12	39144818	Unreliable
	"California"	"06"	"Cardiac arrest, unspecified"	"I46.9"	574	39144818	1.5
	"California"	"06"	"Atrial fibrillation and flutter"	"I48"	341	39144818	0.9
	"California"	"06"	"Cardiac arrhythmia, unspecified"	"I49.9"	59	39144818	0.2
	"California"	"06"	"Congestive heart failure"	"I50.0"	198	39144818	0.5
	"California"	"06"	"Heart failure, unspecified"	"I50.9"	39	39144818	0.1
	"California"	"06"	"Myocarditis, unspecified"	"I51.4"	13	39144818	Unreliable
	"California"	"06"	"Cardiovascular disease, unspecified"	"I51.6"	41	39144818	0.1
	"California"	"06"	"Cardiomegaly"	"I51.7"	469	39144818	1.2
	"California"	"06"	"Other ill-defined heart diseases"	"I51.8"	20	39144818	0.1
	"California"	"06"	"Heart disease, unspecified"	"I51.9"	17	39144818	Unreliable
	"California"	"06"	"Intracerebral haemorrhage, unspecified"	"I61.9"	21	39144818	0.1
	"California"	"06"	"Cerebral infarction, unspecified"	"I63.9"	10	39144818	Unreliable
	"California"	"06"	"Stroke, not specified as haemorrhage or infarction"	"I64"	95	39144818	0.2
	"California"	"06"	"Other specified cerebrovascular diseases"	"I67.8"	67	39144818	0.2
	"California"	"06"	"Cerebrovascular disease, unspecified"	"I67.9"	12	39144818	Unreliable
	"California"	"06"	"Sequelae of cerebral infarction"	"I69.3"	10	39144818	Unreliable
	"California"	"06"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	46	39144818	0.1
	"California"	"06"	"Generalized and unspecified atherosclerosis"	"I70.9"	21	39144818	0.1
	"California"	"06"	"Peripheral vascular disease, unspecified"	"I73.9"	36	39144818	0.1
	"California"	"06"	"Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	"I80.2"	57	39144818	0.1
	"California"	"06"	"Hypotension, unspecified"	"I95.9"	15	39144818	Unreliable
	"California"	"06"	"Bacterial pneumonia, unspecified"	"J15.9"	17	39144818	Unreliable
	"California"	"06"	"Bronchopneumonia, unspecified"	"J18.0"	64	39144818	0.2
	"California"	"06"	"Hypostatic pneumonia, unspecified"	"J18.2"	14	39144818	Unreliable
	"California"	"06"	"Pneumonia, unspecified"	"J18.9"	191	39144818	0.5
	"California"	"06"	"Emphysema, unspecified"	"J43.9"	83	39144818	0.2
	"California"	"06"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	21	39144818	0.1
	"California"	"06"	"Other specified chronic obstructive pulmonary disease"	"J44.8"	17	39144818	Unreliable
	"California"	"06"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	323	39144818	0.8
	"California"	"06"	"Asthma, unspecified"	"J45.9"	70	39144818	0.2
	"California"	"06"	"Pneumonitis due to food and vomit"	"J69.0"	99	39144818	0.3
	"California"	"06"	"Adult respiratory distress syndrome"	"J80"	27	39144818	0.1
	"California"	"06"	"Pulmonary oedema"	"J81"	38	39144818	0.1
	"California"	"06"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	20	39144818	0.1
	"California"	"06"	"Other postprocedural respiratory disorders"	"J95.8"	43	39144818	0.1
	"California"	"06"	"Acute respiratory failure"	"J96.0"	178	39144818	0.5
	"California"	"06"	"Chronic respiratory failure"	"J96.1"	15	39144818	Unreliable
	"California"	"06"	"Respiratory failure, unspecified"	"J96.9"	285	39144818	0.7
	"California"	"06"	"Other disorders of lung"	"J98.4"	17	39144818	Unreliable
	"California"	"06"	"Other specified respiratory disorders"	"J98.8"	32	39144818	0.1
	"California"	"06"	"Respiratory disorder, unspecified"	"J98.9"	33	39144818	0.1
	"California"	"06"	"Acute vascular disorders of intestine"	"K55.0"	13	39144818	Unreliable
	"California"	"06"	"Vascular disorder of intestine, unspecified"	"K55.9"	14	39144818	Unreliable
	"California"	"06"	"Other and unspecified intestinal obstruction"	"K56.6"	19	39144818	Unreliable
	"California"	"06"	"Disease of intestine, unspecified"	"K63.9"	15	39144818	Unreliable
	"California"	"06"	"Alcoholic fatty liver"	"K70.0"	61	39144818	0.2
	"California"	"06"	"Alcoholic cirrhosis of liver"	"K70.3"	110	39144818	0.3
	"California"	"06"	"Alcoholic liver disease, unspecified"	"K70.9"	16	39144818	Unreliable
	"California"	"06"	"Hepatic failure, unspecified"	"K72.9"	17	39144818	Unreliable
	"California"	"06"	"Other and unspecified cirrhosis of liver"	"K74.6"	164	39144818	0.4
	"California"	"06"	"Fatty (change of) liver, not elsewhere classified"	"K76.0"	76	39144818	0.2
	"California"	"06"	"Liver disease, unspecified"	"K76.9"	12	39144818	Unreliable
	"California"	"06"	"Acute pancreatitis, unspecified"	"K85.9"	13	39144818	Unreliable
	"California"	"06"	"Other chronic pancreatitis"	"K86.1"	20	39144818	0.1
	"California"	"06"	"Gastrointestinal haemorrhage, unspecified"	"K92.2"	35	39144818	0.1
	"California"	"06"	"Decubitus ulcer and pressure area, unspecified"	"L89.9"	32	39144818	0.1
	"California"	"06"	"Rheumatoid arthritis, unspecified"	"M06.9"	18	39144818	Unreliable
	"California"	"06"	"Arthrosis, unspecified"	"M19.9"	33	39144818	0.1
	"California"	"06"	"Joint disorder, unspecified"	"M25.9"	32	39144818	0.1
	"California"	"06"	"Other fusion of spine"	"M43.2"	24	39144818	0.1
	"California"	"06"	"Spinal stenosis"	"M48.0"	12	39144818	Unreliable
	"California"	"06"	"Other specified intervertebral disc degeneration"	"M51.3"	11	39144818	Unreliable
	"California"	"06"	"Dorsalgia, unspecified"	"M54.9"	35	39144818	0.1
	"California"	"06"	"Other specified disorders of muscle"	"M62.8"	13	39144818	Unreliable
	"California"	"06"	"Fibromyalgia"	"M79.7"	15	39144818	Unreliable
	"California"	"06"	"Osteoporosis, unspecified"	"M81.9"	46	39144818	0.1
	"California"	"06"	"Osteomyelitis, unspecified"	"M86.9"	10	39144818	Unreliable
	"California"	"06"	"Other specified disorders of bone"	"M89.8"	17	39144818	Unreliable
	"California"	"06"	"Acute renal failure, unspecified"	"N17.9"	67	39144818	0.2
	"California"	"06"	"Chronic kidney disease, stage 5"	"N18.5"	47	39144818	0.1
	"California"	"06"	"Chronic renal failure, unspecified"	"N18.9"	62	39144818	0.2
	"California"	"06"	"Unspecified renal failure"	"N19"	37	39144818	0.1
	"California"	"06"	"Other specified disorders of kidney and ureter"	"N28.8"	15	39144818	Unreliable
	"California"	"06"	"Urinary tract infection, site not specified"	"N39.0"	76	39144818	0.2
	"California"	"06"	"Death from unspecified obstetric cause occurring more than 42 days but less than one year after delivery"	"O96.9"	17	39144818	Unreliable
	"California"	"06"	"Dyspnoea"	"R06.0"	11	39144818	Unreliable
	"California"	"06"	"Other and unspecified abnormalities of breathing"	"R06.8"	20	39144818	0.1
	"California"	"06"	"Asphyxia"	"R09.0"	92	39144818	0.2
	"California"	"06"	"Respiratory arrest"	"R09.2"	106	39144818	0.3
	"California"	"06"	"Nausea and vomiting"	"R11"	11	39144818	Unreliable
	"California"	"06"	"Dysphagia"	"R13"	57	39144818	0.1
	"California"	"06"	"Hepatomegaly, not elsewhere classified"	"R16.0"	10	39144818	Unreliable
	"California"	"06"	"Immobility"	"R26.3"	31	39144818	0.1
	"California"	"06"	"Other and unspecified abnormalities of gait and mobility"	"R26.8"	16	39144818	Unreliable
	"California"	"06"	"Coma, unspecified"	"R40.2"	17	39144818	Unreliable
	"California"	"06"	"Other chronic pain"	"R52.2"	131	39144818	0.3
	"California"	"06"	"Malaise and fatigue"	"R53"	42	39144818	0.1
	"California"	"06"	"Senility"	"R54"	37	39144818	0.1
	"California"	"06"	"Syncope and collapse"	"R55"	38	39144818	0.1
	"California"	"06"	"Other and unspecified convulsions"	"R56.8"	171	39144818	0.4
	"California"	"06"	"Cardiogenic shock"	"R57.0"	19	39144818	Unreliable
	"California"	"06"	"Shock, unspecified"	"R57.9"	24	39144818	0.1
	"California"	"06"	"Haemorrhage, not elsewhere classified"	"R58"	11	39144818	Unreliable
	"California"	"06"	"Other lack of expected normal physiological development"	"R62.8"	65	39144818	0.2
	"California"	"06"	"Cachexia"	"R64"	23	39144818	0.1
	"California"	"06"	"Other specified general symptoms and signs"	"R68.8"	113	39144818	0.3
	"California"	"06"	"Finding of alcohol in blood"	"R78.0"	19	39144818	Unreliable
	"California"	"06"	"Other ill-defined and unspecified causes of mortality"	"R99"	201	39144818	0.5
	"California"	"06"	"Open wound of lip and oral cavity"	"S01.5"	110	39144818	0.3
	"California"	"06"	"Multiple open wounds of head"	"S01.7"	34	39144818	0.1
	"California"	"06"	"Open wound of other parts of head"	"S01.8"	44	39144818	0.1
	"California"	"06"	"Open wound of head, part unspecified"	"S01.9"	1681	39144818	4.3
	"California"	"06"	"Fracture of base of skull"	"S02.1"	16	39144818	Unreliable
	"California"	"06"	"Fracture of skull and facial bones, part unspecified"	"S02.9"	86	39144818	0.2
	"California"	"06"	"Traumatic cerebral oedema"	"S06.1"	19	39144818	Unreliable
	"California"	"06"	"Diffuse brain injury"	"S06.2"	99	39144818	0.3
	"California"	"06"	"Epidural haemorrhage"	"S06.4"	13	39144818	Unreliable
	"California"	"06"	"Traumatic subdural haemorrhage"	"S06.5"	813	39144818	2.1
	"California"	"06"	"Traumatic subarachnoid haemorrhage"	"S06.6"	108	39144818	0.3
	"California"	"06"	"Other intracranial injuries"	"S06.8"	342	39144818	0.9
	"California"	"06"	"Intracranial injury, unspecified"	"S06.9"	440	39144818	1.1
	"California"	"06"	"Crushing injury of head, part unspecified"	"S07.9"	13	39144818	Unreliable
	"California"	"06"	"Multiple injuries of head"	"S09.7"	72	39144818	0.2
	"California"	"06"	"Unspecified injury of head"	"S09.9"	1980	39144818	5.1
	"California"	"06"	"Multiple open wounds of neck"	"S11.7"	12	39144818	Unreliable
	"California"	"06"	"Open wound of neck, part unspecified"	"S11.9"	188	39144818	0.5
	"California"	"06"	"Fracture of second cervical vertebra"	"S12.1"	17	39144818	Unreliable
	"California"	"06"	"Fracture of neck, part unspecified"	"S12.9"	162	39144818	0.4
	"California"	"06"	"Dislocation of cervical vertebra"	"S13.1"	20	39144818	0.1
	"California"	"06"	"Other and unspecified injuries of cervical spinal cord"	"S14.1"	36	39144818	0.1
	"California"	"06"	"Multiple injuries of neck"	"S19.7"	34	39144818	0.1
	"California"	"06"	"Unspecified injury of neck"	"S19.9"	303	39144818	0.8
	"California"	"06"	"Open wound of back wall of thorax"	"S21.2"	92	39144818	0.2
	"California"	"06"	"Multiple open wounds of thoracic wall"	"S21.7"	14	39144818	Unreliable
	"California"	"06"	"Open wound of thorax, part unspecified"	"S21.9"	508	39144818	1.3
	"California"	"06"	"Fracture of thoracic vertebra"	"S22.0"	11	39144818	Unreliable
	"California"	"06"	"Fracture of rib"	"S22.3"	82	39144818	0.2
	"California"	"06"	"Multiple fractures of ribs"	"S22.4"	35	39144818	0.1
	"California"	"06"	"Injury of thoracic aorta"	"S25.0"	41	39144818	0.1
	"California"	"06"	"Other injuries of heart"	"S26.8"	14	39144818	Unreliable
	"California"	"06"	"Injury of heart, unspecified"	"S26.9"	19	39144818	Unreliable
	"California"	"06"	"Traumatic pneumothorax"	"S27.0"	15	39144818	Unreliable
	"California"	"06"	"Traumatic haemothorax"	"S27.1"	23	39144818	0.1
	"California"	"06"	"Other injuries of lung"	"S27.3"	68	39144818	0.2
	"California"	"06"	"Crushed chest"	"S28.0"	14	39144818	Unreliable
	"California"	"06"	"Multiple injuries of thorax"	"S29.7"	53	39144818	0.1
	"California"	"06"	"Unspecified injury of thorax"	"S29.9"	342	39144818	0.9
	"California"	"06"	"Open wound of lower back and pelvis"	"S31.0"	10	39144818	Unreliable
	"California"	"06"	"Open wound of other and unspecified parts of abdomen"	"S31.8"	125	39144818	0.3
	"California"	"06"	"Fracture of lumbar vertebra"	"S32.0"	19	39144818	Unreliable
	"California"	"06"	"Fracture of other and unspecified parts of lumbar spine and pelvis"	"S32.8"	87	39144818	0.2
	"California"	"06"	"Injury of spleen"	"S36.0"	30	39144818	0.1
	"California"	"06"	"Injury of liver or gallbladder"	"S36.1"	63	39144818	0.2
	"California"	"06"	"Injury of other intra-abdominal organs"	"S36.8"	37	39144818	0.1
	"California"	"06"	"Injury of unspecified intra-abdominal organ"	"S36.9"	21	39144818	0.1
	"California"	"06"	"Injury of kidney"	"S37.0"	70	39144818	0.2
	"California"	"06"	"Other multiple injuries of abdomen, lower back and pelvis"	"S39.7"	10	39144818	Unreliable
	"California"	"06"	"Unspecified injury of abdomen, lower back and pelvis"	"S39.9"	178	39144818	0.5
	"California"	"06"	"Open wound of shoulder"	"S41.0"	18	39144818	Unreliable
	"California"	"06"	"Fracture of shaft of humerus"	"S42.3"	22	39144818	0.1
	"California"	"06"	"Open wound of wrist and hand part, part unspecified"	"S61.9"	33	39144818	0.1
	"California"	"06"	"Open wound of thigh"	"S71.1"	13	39144818	Unreliable
	"California"	"06"	"Fracture of neck of femur"	"S72.0"	375	39144818	1.0
	"California"	"06"	"Pertrochanteric fracture"	"S72.1"	12	39144818	Unreliable
	"California"	"06"	"Fracture of femur, part unspecified"	"S72.9"	131	39144818	0.3
	"California"	"06"	"Unspecified injury of hip and thigh"	"S79.9"	41	39144818	0.1
	"California"	"06"	"Fracture of shaft of tibia"	"S82.2"	11	39144818	Unreliable
	"California"	"06"	"Fractures of other parts of lower leg"	"S82.8"	13	39144818	Unreliable
	"California"	"06"	"Multiple open wounds, unspecified"	"T01.9"	697	39144818	1.8
	"California"	"06"	"Injuries of intrathoracic organs with intra-abdominal and pelvic organs"	"T06.5"	16	39144818	Unreliable
	"California"	"06"	"Unspecified multiple injuries"	"T07"	2297	39144818	5.9
	"California"	"06"	"Fracture of spine, level unspecified"	"T08"	30	39144818	0.1
	"California"	"06"	"Open wound of trunk, level unspecified"	"T09.1"	189	39144818	0.5
	"California"	"06"	"Injury of spinal cord, level unspecified"	"T09.3"	47	39144818	0.1
	"California"	"06"	"Unspecified injury of trunk, level unspecified"	"T09.9"	237	39144818	0.6
	"California"	"06"	"Open wound of upper limb, level unspecified"	"T11.1"	53	39144818	0.1
	"California"	"06"	"Unspecified injury of upper limb, level unspecified"	"T11.9"	22	39144818	0.1
	"California"	"06"	"Fracture of lower limb, level unspecified"	"T12"	10	39144818	Unreliable
	"California"	"06"	"Open wound of lower limb, level unspecified"	"T13.1"	28	39144818	0.1
	"California"	"06"	"Unspecified injury of lower limb, level unspecified"	"T13.9"	25	39144818	0.1
	"California"	"06"	"Superficial injury of unspecified body region"	"T14.0"	31	39144818	0.1
	"California"	"06"	"Open wound of unspecified body region"	"T14.1"	2182	39144818	5.6
	"California"	"06"	"Fracture of unspecified body region"	"T14.2"	20	39144818	0.1
	"California"	"06"	"Crushing injury and traumatic amputation of unspecified body region"	"T14.7"	31	39144818	0.1
	"California"	"06"	"Injury, unspecified"	"T14.9"	1508	39144818	3.9
	"California"	"06"	"Foreign body in other and multiple parts of respiratory tract"	"T17.8"	12	39144818	Unreliable
	"California"	"06"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	310	39144818	0.8
	"California"	"06"	"Burn of respiratory tract, part unspecified"	"T27.3"	13	39144818	Unreliable
	"California"	"06"	"Burn of unspecified body region, unspecified degree"	"T30.0"	189	39144818	0.5
	"California"	"06"	"Burns involving 90% or more of body surface"	"T31.9"	36	39144818	0.1
	"California"	"06"	"Insulin and oral hypoglycaemic [antidiabetic] drugs"	"T38.3"	16	39144818	Unreliable
	"California"	"06"	"Salicylates"	"T39.0"	10	39144818	Unreliable
	"California"	"06"	"4-Aminophenol derivatives"	"T39.1"	59	39144818	0.2
	"California"	"06"	"Heroin"	"T40.1"	599	39144818	1.5
	"California"	"06"	"Other opioids"	"T40.2"	1036	39144818	2.6
	"California"	"06"	"Methadone"	"T40.3"	291	39144818	0.7
	"California"	"06"	"Other synthetic narcotics"	"T40.4"	234	39144818	0.6
	"California"	"06"	"Cocaine"	"T40.5"	310	39144818	0.8
	"California"	"06"	"Other and unspecified narcotics"	"T40.6"	175	39144818	0.4
	"California"	"06"	"Cannabis (derivatives)"	"T40.7"	52	39144818	0.1
	"California"	"06"	"Intravenous anaesthetics"	"T41.1"	15	39144818	Unreliable
	"California"	"06"	"Other and unspecified general anaesthetics"	"T41.2"	16	39144818	Unreliable
	"California"	"06"	"Barbiturates"	"T42.3"	38	39144818	0.1
	"California"	"06"	"Benzodiazepines"	"T42.4"	538	39144818	1.4
	"California"	"06"	"Other antiepileptic and sedative-hypnotic drugs"	"T42.6"	154	39144818	0.4
	"California"	"06"	"Antiparkinsonism drugs and other central muscle-tone depressants"	"T42.8"	51	39144818	0.1
	"California"	"06"	"Tricyclic and tetracyclic antidepressants"	"T43.0"	127	39144818	0.3
	"California"	"06"	"Other and unspecified antidepressants"	"T43.2"	306	39144818	0.8
	"California"	"06"	"Phenothiazine antipsychotics and neuroleptics"	"T43.3"	23	39144818	0.1
	"California"	"06"	"Other and unspecified antipsychotics and neuroleptics"	"T43.5"	140	39144818	0.4
	"California"	"06"	"Psychostimulants with abuse potential"	"T43.6"	1543	39144818	3.9
	"California"	"06"	"Beta-adrenoreceptor antagonists, not elsewhere classified"	"T44.7"	12	39144818	Unreliable
	"California"	"06"	"Antiallergic and antiemetic drugs"	"T45.0"	185	39144818	0.5
	"California"	"06"	"Antineoplastic and immunosuppressive drugs"	"T45.1"	14	39144818	Unreliable
	"California"	"06"	"Anticoagulants"	"T45.5"	10	39144818	Unreliable
	"California"	"06"	"Calcium-channel blockers"	"T46.1"	10	39144818	Unreliable
	"California"	"06"	"Other antidysrhythmic drugs, not elsewhere classified"	"T46.2"	15	39144818	Unreliable
	"California"	"06"	"Skeletal muscle relaxants [neuromuscular blocking agents]"	"T48.1"	20	39144818	0.1
	"California"	"06"	"Antitussives"	"T48.3"	29	39144818	0.1
	"California"	"06"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	2399	39144818	6.1
	"California"	"06"	"Ethanol"	"T51.0"	563	39144818	1.4
	"California"	"06"	"Alcohol, unspecified"	"T51.9"	530	39144818	1.4
	"California"	"06"	"Other organic solvents"	"T52.8"	10	39144818	Unreliable
	"California"	"06"	"Toxic effect of carbon monoxide"	"T58"	126	39144818	0.3
	"California"	"06"	"Nitrogen oxides"	"T59.0"	11	39144818	Unreliable
	"California"	"06"	"Other specified gases, fumes and vapours"	"T59.8"	191	39144818	0.5
	"California"	"06"	"Gases, fumes and vapours, unspecified"	"T59.9"	83	39144818	0.2
